---- EP [1/5] | BTCH [1/1615] ||| train_loss = 0.01647 ----
---- EP [4/5] | BTCH [27/1615] ||| train_loss = 0.00894 ----
---- EP [4/5] | BTCH [28/1615] ||| train_loss = 0.00991 ----
---- EP [4/5] | BTCH [29/1615] ||| train_loss = 0.01132 ----
---- EP [4/5] | BTCH [30/1615] ||| train_loss = 0.01039 ----
---- EP [4/5] | BTCH [31/1615] ||| train_loss = 0.00678 ----
---- EP [4/5] | BTCH [32/1615] ||| train_loss = 0.01554 ----
---- EP [4/5] | BTCH [33/1615] ||| train_loss = 0.01326 ----
---- EP [4/5] | BTCH [34/1615] ||| train_loss = 0.01037 ----
---- EP [4/5] | BTCH [35/1615] ||| train_loss = 0.01493 ----
---- EP [4/5] | BTCH [36/1615] ||| train_loss = 0.01238 ----
---- EP [4/5] | BTCH [37/1615] ||| train_loss = 0.00862 ----
---- EP [4/5] | BTCH [38/1615] ||| train_loss = 0.01397 ----
---- EP [4/5] | BTCH [39/1615] ||| train_loss = 0.01383 ----
---- EP [4/5] | BTCH [40/1615] ||| train_loss = 0.00911 ----
---- EP [4/5] | BTCH [41/1615] ||| train_loss = 0.01193 ----
---- EP [4/5] | BTCH [42/1615] ||| train_loss = 0.01465 ----
---- EP [4/5] | BTCH [43/1615] ||| train_loss = 0.01496 ----
---- EP [4/5] | BTCH [44/1615] ||| train_loss = 0.00940 ----
---- EP [4/5] | BTCH [45/1615] ||| train_loss = 0.01017 ----
---- EP [4/5] | BTCH [46/1615] ||| train_loss = 0.00977 ----
---- EP [4/5] | BTCH [47/1615] ||| train_loss = 0.01474 ----
---- EP [4/5] | BTCH [48/1615] ||| train_loss = 0.01521 ----
---- EP [4/5] | BTCH [49/1615] ||| train_loss = 0.01199 ----
---- EP [4/5] | BTCH [50/1615] ||| train_loss = 0.00933 ----
---- EP [4/5] | BTCH [51/1615] ||| train_loss = 0.00776 ----
---- EP [4/5] | BTCH [52/1615] ||| train_loss = 0.01117 ----
---- EP [4/5] | BTCH [53/1615] ||| train_loss = 0.01686 ----
---- EP [4/5] | BTCH [54/1615] ||| train_loss = 0.01385 ----
---- EP [4/5] | BTCH [55/1615] ||| train_loss = 0.01307 ----
---- EP [4/5] | BTCH [56/1615] ||| train_loss = 0.00876 ----
---- EP [4/5] | BTCH [57/1615] ||| train_loss = 0.01421 ----
---- EP [4/5] | BTCH [58/1615] ||| train_loss = 0.01259 ----
---- EP [4/5] | BTCH [59/1615] ||| train_loss = 0.01723 ----
---- EP [4/5] | BTCH [60/1615] ||| train_loss = 0.00802 ----
---- EP [4/5] | BTCH [61/1615] ||| train_loss = 0.01101 ----
---- EP [4/5] | BTCH [62/1615] ||| train_loss = 0.01772 ----
---- EP [4/5] | BTCH [63/1615] ||| train_loss = 0.00659 ----
---- EP [4/5] | BTCH [64/1615] ||| train_loss = 0.01639 ----
---- EP [4/5] | BTCH [65/1615] ||| train_loss = 0.00830 ----
---- EP [4/5] | BTCH [66/1615] ||| train_loss = 0.00924 ----
---- EP [4/5] | BTCH [67/1615] ||| train_loss = 0.01153 ----
---- EP [4/5] | BTCH [68/1615] ||| train_loss = 0.01395 ----
---- EP [4/5] | BTCH [69/1615] ||| train_loss = 0.01203 ----
---- EP [4/5] | BTCH [70/1615] ||| train_loss = 0.01238 ----
---- EP [4/5] | BTCH [71/1615] ||| train_loss = 0.01119 ----
---- EP [4/5] | BTCH [72/1615] ||| train_loss = 0.01104 ----
---- EP [4/5] | BTCH [73/1615] ||| train_loss = 0.01542 ----
---- EP [4/5] | BTCH [74/1615] ||| train_loss = 0.01140 ----
---- EP [4/5] | BTCH [75/1615] ||| train_loss = 0.01536 ----
---- EP [4/5] | BTCH [76/1615] ||| train_loss = 0.01106 ----
---- EP [4/5] | BTCH [77/1615] ||| train_loss = 0.01215 ----
---- EP [4/5] | BTCH [78/1615] ||| train_loss = 0.02041 ----
---- EP [4/5] | BTCH [79/1615] ||| train_loss = 0.01175 ----
---- EP [4/5] | BTCH [80/1615] ||| train_loss = 0.00885 ----
---- EP [4/5] | BTCH [81/1615] ||| train_loss = 0.00768 ----
---- EP [4/5] | BTCH [82/1615] ||| train_loss = 0.01920 ----
---- EP [4/5] | BTCH [83/1615] ||| train_loss = 0.00999 ----
---- EP [4/5] | BTCH [84/1615] ||| train_loss = 0.00714 ----
---- EP [4/5] | BTCH [85/1615] ||| train_loss = 0.01077 ----
---- EP [4/5] | BTCH [86/1615] ||| train_loss = 0.01104 ----
---- EP [4/5] | BTCH [87/1615] ||| train_loss = 0.01115 ----
---- EP [4/5] | BTCH [88/1615] ||| train_loss = 0.00922 ----
---- EP [4/5] | BTCH [89/1615] ||| train_loss = 0.00911 ----
---- EP [4/5] | BTCH [90/1615] ||| train_loss = 0.00767 ----
---- EP [4/5] | BTCH [91/1615] ||| train_loss = 0.01080 ----
---- EP [4/5] | BTCH [92/1615] ||| train_loss = 0.01332 ----
---- EP [4/5] | BTCH [93/1615] ||| train_loss = 0.01869 ----
---- EP [4/5] | BTCH [94/1615] ||| train_loss = 0.01341 ----
---- EP [4/5] | BTCH [95/1615] ||| train_loss = 0.00998 ----
---- EP [4/5] | BTCH [96/1615] ||| train_loss = 0.00941 ----
---- EP [4/5] | BTCH [97/1615] ||| train_loss = 0.01736 ----
---- EP [4/5] | BTCH [98/1615] ||| train_loss = 0.01335 ----
---- EP [4/5] | BTCH [99/1615] ||| train_loss = 0.00911 ----
---- EP [4/5] | BTCH [100/1615] ||| train_loss = 0.00712 ----
---- EP [4/5] | BTCH [101/1615] ||| train_loss = 0.01143 ----
---- EP [4/5] | BTCH [102/1615] ||| train_loss = 0.01286 ----
---- EP [4/5] | BTCH [103/1615] ||| train_loss = 0.01056 ----
---- EP [4/5] | BTCH [104/1615] ||| train_loss = 0.01129 ----
---- EP [4/5] | BTCH [105/1615] ||| train_loss = 0.01092 ----
---- EP [4/5] | BTCH [106/1615] ||| train_loss = 0.00917 ----
---- EP [4/5] | BTCH [107/1615] ||| train_loss = 0.01437 ----
---- EP [4/5] | BTCH [108/1615] ||| train_loss = 0.01292 ----
---- EP [4/5] | BTCH [109/1615] ||| train_loss = 0.01255 ----
---- EP [4/5] | BTCH [110/1615] ||| train_loss = 0.00951 ----
---- EP [4/5] | BTCH [111/1615] ||| train_loss = 0.01013 ----
---- EP [4/5] | BTCH [112/1615] ||| train_loss = 0.01031 ----
---- EP [4/5] | BTCH [113/1615] ||| train_loss = 0.01352 ----
---- EP [4/5] | BTCH [114/1615] ||| train_loss = 0.00979 ----
---- EP [4/5] | BTCH [115/1615] ||| train_loss = 0.01522 ----
---- EP [4/5] | BTCH [116/1615] ||| train_loss = 0.01140 ----
---- EP [4/5] | BTCH [117/1615] ||| train_loss = 0.01306 ----
---- EP [4/5] | BTCH [118/1615] ||| train_loss = 0.01197 ----
---- EP [4/5] | BTCH [119/1615] ||| train_loss = 0.01195 ----
---- EP [4/5] | BTCH [120/1615] ||| train_loss = 0.01265 ----
---- EP [4/5] | BTCH [121/1615] ||| train_loss = 0.00953 ----
---- EP [4/5] | BTCH [122/1615] ||| train_loss = 0.01143 ----
---- EP [4/5] | BTCH [123/1615] ||| train_loss = 0.01329 ----
---- EP [4/5] | BTCH [124/1615] ||| train_loss = 0.01284 ----
---- EP [4/5] | BTCH [125/1615] ||| train_loss = 0.00999 ----
---- EP [4/5] | BTCH [126/1615] ||| train_loss = 0.01028 ----
---- EP [4/5] | BTCH [127/1615] ||| train_loss = 0.01088 ----
---- EP [4/5] | BTCH [128/1615] ||| train_loss = 0.00949 ----
---- EP [4/5] | BTCH [129/1615] ||| train_loss = 0.01146 ----
---- EP [4/5] | BTCH [130/1615] ||| train_loss = 0.00760 ----
---- EP [4/5] | BTCH [131/1615] ||| train_loss = 0.01560 ----
---- EP [4/5] | BTCH [132/1615] ||| train_loss = 0.00835 ----
---- EP [4/5] | BTCH [133/1615] ||| train_loss = 0.01071 ----
---- EP [4/5] | BTCH [134/1615] ||| train_loss = 0.01050 ----
---- EP [4/5] | BTCH [135/1615] ||| train_loss = 0.01245 ----
---- EP [4/5] | BTCH [136/1615] ||| train_loss = 0.01248 ----
---- EP [4/5] | BTCH [137/1615] ||| train_loss = 0.00888 ----
---- EP [4/5] | BTCH [138/1615] ||| train_loss = 0.01586 ----
---- EP [4/5] | BTCH [139/1615] ||| train_loss = 0.01547 ----
---- EP [4/5] | BTCH [140/1615] ||| train_loss = 0.00942 ----
---- EP [4/5] | BTCH [141/1615] ||| train_loss = 0.00953 ----
---- EP [4/5] | BTCH [142/1615] ||| train_loss = 0.01094 ----
---- EP [4/5] | BTCH [143/1615] ||| train_loss = 0.01270 ----
---- EP [4/5] | BTCH [144/1615] ||| train_loss = 0.01400 ----
---- EP [4/5] | BTCH [145/1615] ||| train_loss = 0.01108 ----
---- EP [4/5] | BTCH [146/1615] ||| train_loss = 0.01141 ----
---- EP [4/5] | BTCH [147/1615] ||| train_loss = 0.01281 ----
---- EP [4/5] | BTCH [148/1615] ||| train_loss = 0.01079 ----
---- EP [4/5] | BTCH [149/1615] ||| train_loss = 0.00950 ----
---- EP [4/5] | BTCH [150/1615] ||| train_loss = 0.01380 ----
---- EP [4/5] | BTCH [151/1615] ||| train_loss = 0.01457 ----
---- EP [4/5] | BTCH [152/1615] ||| train_loss = 0.00977 ----
---- EP [4/5] | BTCH [153/1615] ||| train_loss = 0.01480 ----
---- EP [4/5] | BTCH [154/1615] ||| train_loss = 0.01002 ----
---- EP [4/5] | BTCH [155/1615] ||| train_loss = 0.01840 ----
---- EP [4/5] | BTCH [156/1615] ||| train_loss = 0.00940 ----
---- EP [4/5] | BTCH [157/1615] ||| train_loss = 0.01458 ----
---- EP [4/5] | BTCH [158/1615] ||| train_loss = 0.01621 ----
---- EP [4/5] | BTCH [159/1615] ||| train_loss = 0.00901 ----
---- EP [4/5] | BTCH [160/1615] ||| train_loss = 0.01768 ----
---- EP [4/5] | BTCH [161/1615] ||| train_loss = 0.01123 ----
VAL ||| loss = 0.012261573192906144, psnr = 31.30998420715332, ssim = 0.9139966368675232
---- EP [4/5] | BTCH [162/1615] ||| train_loss = 0.01132 ----
---- EP [4/5] | BTCH [163/1615] ||| train_loss = 0.00598 ----
---- EP [4/5] | BTCH [164/1615] ||| train_loss = 0.01090 ----
---- EP [4/5] | BTCH [165/1615] ||| train_loss = 0.01041 ----
---- EP [4/5] | BTCH [166/1615] ||| train_loss = 0.01172 ----
---- EP [4/5] | BTCH [167/1615] ||| train_loss = 0.00854 ----
---- EP [4/5] | BTCH [168/1615] ||| train_loss = 0.00890 ----
---- EP [4/5] | BTCH [169/1615] ||| train_loss = 0.01111 ----
---- EP [4/5] | BTCH [170/1615] ||| train_loss = 0.00664 ----
---- EP [4/5] | BTCH [171/1615] ||| train_loss = 0.00947 ----
---- EP [4/5] | BTCH [172/1615] ||| train_loss = 0.01019 ----
---- EP [4/5] | BTCH [173/1615] ||| train_loss = 0.01277 ----
---- EP [4/5] | BTCH [174/1615] ||| train_loss = 0.01298 ----
---- EP [4/5] | BTCH [175/1615] ||| train_loss = 0.00813 ----
---- EP [4/5] | BTCH [176/1615] ||| train_loss = 0.00958 ----
---- EP [4/5] | BTCH [177/1615] ||| train_loss = 0.01565 ----
---- EP [4/5] | BTCH [178/1615] ||| train_loss = 0.00856 ----
---- EP [4/5] | BTCH [179/1615] ||| train_loss = 0.01311 ----
---- EP [4/5] | BTCH [180/1615] ||| train_loss = 0.01259 ----
---- EP [4/5] | BTCH [181/1615] ||| train_loss = 0.00978 ----
---- EP [4/5] | BTCH [182/1615] ||| train_loss = 0.00701 ----
---- EP [4/5] | BTCH [183/1615] ||| train_loss = 0.01500 ----
---- EP [4/5] | BTCH [184/1615] ||| train_loss = 0.00771 ----
---- EP [4/5] | BTCH [185/1615] ||| train_loss = 0.01346 ----
---- EP [4/5] | BTCH [186/1615] ||| train_loss = 0.00929 ----
---- EP [4/5] | BTCH [187/1615] ||| train_loss = 0.00979 ----
---- EP [4/5] | BTCH [188/1615] ||| train_loss = 0.01080 ----
---- EP [4/5] | BTCH [189/1615] ||| train_loss = 0.00989 ----
---- EP [4/5] | BTCH [190/1615] ||| train_loss = 0.00769 ----
---- EP [4/5] | BTCH [191/1615] ||| train_loss = 0.01354 ----
---- EP [4/5] | BTCH [192/1615] ||| train_loss = 0.01397 ----
---- EP [4/5] | BTCH [193/1615] ||| train_loss = 0.00997 ----
---- EP [4/5] | BTCH [194/1615] ||| train_loss = 0.01268 ----
---- EP [4/5] | BTCH [195/1615] ||| train_loss = 0.00849 ----
---- EP [4/5] | BTCH [196/1615] ||| train_loss = 0.01248 ----
---- EP [4/5] | BTCH [197/1615] ||| train_loss = 0.01066 ----
---- EP [4/5] | BTCH [198/1615] ||| train_loss = 0.01417 ----
---- EP [4/5] | BTCH [199/1615] ||| train_loss = 0.01226 ----
---- EP [4/5] | BTCH [200/1615] ||| train_loss = 0.00936 ----
---- EP [4/5] | BTCH [201/1615] ||| train_loss = 0.01195 ----
---- EP [4/5] | BTCH [202/1615] ||| train_loss = 0.01095 ----
---- EP [4/5] | BTCH [203/1615] ||| train_loss = 0.00888 ----
---- EP [4/5] | BTCH [204/1615] ||| train_loss = 0.01445 ----
---- EP [4/5] | BTCH [205/1615] ||| train_loss = 0.01360 ----
---- EP [4/5] | BTCH [206/1615] ||| train_loss = 0.00844 ----
---- EP [4/5] | BTCH [207/1615] ||| train_loss = 0.01019 ----
---- EP [4/5] | BTCH [208/1615] ||| train_loss = 0.01082 ----
---- EP [4/5] | BTCH [209/1615] ||| train_loss = 0.00747 ----
---- EP [4/5] | BTCH [210/1615] ||| train_loss = 0.01225 ----
---- EP [4/5] | BTCH [211/1615] ||| train_loss = 0.01361 ----
---- EP [4/5] | BTCH [212/1615] ||| train_loss = 0.01391 ----
---- EP [4/5] | BTCH [213/1615] ||| train_loss = 0.00842 ----
---- EP [4/5] | BTCH [214/1615] ||| train_loss = 0.01475 ----
---- EP [4/5] | BTCH [215/1615] ||| train_loss = 0.01241 ----
---- EP [4/5] | BTCH [216/1615] ||| train_loss = 0.01257 ----
---- EP [4/5] | BTCH [217/1615] ||| train_loss = 0.01316 ----
---- EP [4/5] | BTCH [218/1615] ||| train_loss = 0.01635 ----
---- EP [4/5] | BTCH [219/1615] ||| train_loss = 0.00843 ----
---- EP [4/5] | BTCH [220/1615] ||| train_loss = 0.01028 ----
---- EP [4/5] | BTCH [221/1615] ||| train_loss = 0.01219 ----
---- EP [4/5] | BTCH [222/1615] ||| train_loss = 0.01269 ----
---- EP [4/5] | BTCH [223/1615] ||| train_loss = 0.00753 ----
---- EP [4/5] | BTCH [224/1615] ||| train_loss = 0.00915 ----
---- EP [4/5] | BTCH [225/1615] ||| train_loss = 0.01838 ----
---- EP [4/5] | BTCH [226/1615] ||| train_loss = 0.01594 ----
---- EP [4/5] | BTCH [227/1615] ||| train_loss = 0.00910 ----
---- EP [4/5] | BTCH [228/1615] ||| train_loss = 0.01143 ----
---- EP [4/5] | BTCH [229/1615] ||| train_loss = 0.01389 ----
---- EP [4/5] | BTCH [230/1615] ||| train_loss = 0.01132 ----
---- EP [4/5] | BTCH [231/1615] ||| train_loss = 0.01183 ----
---- EP [4/5] | BTCH [232/1615] ||| train_loss = 0.01002 ----
---- EP [4/5] | BTCH [233/1615] ||| train_loss = 0.00777 ----
---- EP [4/5] | BTCH [234/1615] ||| train_loss = 0.01444 ----
---- EP [4/5] | BTCH [235/1615] ||| train_loss = 0.00979 ----
---- EP [4/5] | BTCH [236/1615] ||| train_loss = 0.00857 ----
---- EP [4/5] | BTCH [237/1615] ||| train_loss = 0.00911 ----
---- EP [4/5] | BTCH [238/1615] ||| train_loss = 0.00975 ----
---- EP [4/5] | BTCH [239/1615] ||| train_loss = 0.00972 ----
---- EP [4/5] | BTCH [240/1615] ||| train_loss = 0.01757 ----
---- EP [4/5] | BTCH [241/1615] ||| train_loss = 0.00849 ----
---- EP [4/5] | BTCH [242/1615] ||| train_loss = 0.01417 ----
---- EP [4/5] | BTCH [243/1615] ||| train_loss = 0.00912 ----
---- EP [4/5] | BTCH [244/1615] ||| train_loss = 0.00936 ----
---- EP [4/5] | BTCH [245/1615] ||| train_loss = 0.01278 ----
---- EP [4/5] | BTCH [246/1615] ||| train_loss = 0.00976 ----
---- EP [4/5] | BTCH [247/1615] ||| train_loss = 0.00787 ----
---- EP [4/5] | BTCH [248/1615] ||| train_loss = 0.01384 ----
---- EP [4/5] | BTCH [249/1615] ||| train_loss = 0.01512 ----
---- EP [4/5] | BTCH [250/1615] ||| train_loss = 0.01137 ----
---- EP [4/5] | BTCH [251/1615] ||| train_loss = 0.01177 ----
---- EP [4/5] | BTCH [252/1615] ||| train_loss = 0.01031 ----
---- EP [4/5] | BTCH [253/1615] ||| train_loss = 0.01086 ----
---- EP [4/5] | BTCH [254/1615] ||| train_loss = 0.01333 ----
---- EP [4/5] | BTCH [255/1615] ||| train_loss = 0.01296 ----
---- EP [4/5] | BTCH [256/1615] ||| train_loss = 0.01426 ----
---- EP [4/5] | BTCH [257/1615] ||| train_loss = 0.01228 ----
---- EP [4/5] | BTCH [258/1615] ||| train_loss = 0.01073 ----
---- EP [4/5] | BTCH [259/1615] ||| train_loss = 0.00728 ----
---- EP [4/5] | BTCH [260/1615] ||| train_loss = 0.01736 ----
---- EP [4/5] | BTCH [261/1615] ||| train_loss = 0.01118 ----
---- EP [4/5] | BTCH [262/1615] ||| train_loss = 0.00968 ----
---- EP [4/5] | BTCH [263/1615] ||| train_loss = 0.00939 ----
---- EP [4/5] | BTCH [264/1615] ||| train_loss = 0.00660 ----
---- EP [4/5] | BTCH [265/1615] ||| train_loss = 0.01113 ----
---- EP [4/5] | BTCH [266/1615] ||| train_loss = 0.01318 ----
---- EP [4/5] | BTCH [267/1615] ||| train_loss = 0.01056 ----
---- EP [4/5] | BTCH [268/1615] ||| train_loss = 0.01104 ----
---- EP [4/5] | BTCH [269/1615] ||| train_loss = 0.01345 ----
---- EP [4/5] | BTCH [270/1615] ||| train_loss = 0.01277 ----
---- EP [4/5] | BTCH [271/1615] ||| train_loss = 0.01270 ----
---- EP [4/5] | BTCH [272/1615] ||| train_loss = 0.00977 ----
---- EP [4/5] | BTCH [273/1615] ||| train_loss = 0.00762 ----
---- EP [4/5] | BTCH [274/1615] ||| train_loss = 0.00995 ----
---- EP [4/5] | BTCH [275/1615] ||| train_loss = 0.01134 ----
---- EP [4/5] | BTCH [276/1615] ||| train_loss = 0.00934 ----
---- EP [4/5] | BTCH [277/1615] ||| train_loss = 0.01316 ----
---- EP [4/5] | BTCH [278/1615] ||| train_loss = 0.01574 ----
---- EP [4/5] | BTCH [279/1615] ||| train_loss = 0.00822 ----
---- EP [4/5] | BTCH [280/1615] ||| train_loss = 0.01094 ----
---- EP [4/5] | BTCH [281/1615] ||| train_loss = 0.01362 ----
---- EP [4/5] | BTCH [282/1615] ||| train_loss = 0.01607 ----
---- EP [4/5] | BTCH [283/1615] ||| train_loss = 0.00974 ----
---- EP [4/5] | BTCH [284/1615] ||| train_loss = 0.00409 ----
---- EP [4/5] | BTCH [285/1615] ||| train_loss = 0.01372 ----
---- EP [4/5] | BTCH [286/1615] ||| train_loss = 0.01025 ----
---- EP [4/5] | BTCH [287/1615] ||| train_loss = 0.01072 ----
---- EP [4/5] | BTCH [288/1615] ||| train_loss = 0.00986 ----
---- EP [4/5] | BTCH [289/1615] ||| train_loss = 0.01054 ----
---- EP [4/5] | BTCH [290/1615] ||| train_loss = 0.01610 ----
---- EP [4/5] | BTCH [291/1615] ||| train_loss = 0.01565 ----
---- EP [4/5] | BTCH [292/1615] ||| train_loss = 0.01455 ----
---- EP [4/5] | BTCH [293/1615] ||| train_loss = 0.01236 ----
---- EP [4/5] | BTCH [294/1615] ||| train_loss = 0.01036 ----
---- EP [4/5] | BTCH [295/1615] ||| train_loss = 0.01346 ----
---- EP [4/5] | BTCH [296/1615] ||| train_loss = 0.01283 ----
---- EP [4/5] | BTCH [297/1615] ||| train_loss = 0.01290 ----
---- EP [4/5] | BTCH [298/1615] ||| train_loss = 0.01374 ----
---- EP [4/5] | BTCH [299/1615] ||| train_loss = 0.01255 ----
---- EP [4/5] | BTCH [300/1615] ||| train_loss = 0.01326 ----
---- EP [4/5] | BTCH [301/1615] ||| train_loss = 0.00978 ----
---- EP [4/5] | BTCH [302/1615] ||| train_loss = 0.01197 ----
---- EP [4/5] | BTCH [303/1615] ||| train_loss = 0.00775 ----
---- EP [4/5] | BTCH [304/1615] ||| train_loss = 0.01406 ----
---- EP [4/5] | BTCH [305/1615] ||| train_loss = 0.01491 ----
---- EP [4/5] | BTCH [306/1615] ||| train_loss = 0.01558 ----
---- EP [4/5] | BTCH [307/1615] ||| train_loss = 0.00789 ----
---- EP [4/5] | BTCH [308/1615] ||| train_loss = 0.01056 ----
---- EP [4/5] | BTCH [309/1615] ||| train_loss = 0.01424 ----
---- EP [4/5] | BTCH [310/1615] ||| train_loss = 0.01532 ----
---- EP [4/5] | BTCH [311/1615] ||| train_loss = 0.01014 ----
---- EP [4/5] | BTCH [312/1615] ||| train_loss = 0.01285 ----
---- EP [4/5] | BTCH [313/1615] ||| train_loss = 0.00963 ----
---- EP [4/5] | BTCH [314/1615] ||| train_loss = 0.01394 ----
---- EP [4/5] | BTCH [315/1615] ||| train_loss = 0.01485 ----
---- EP [4/5] | BTCH [316/1615] ||| train_loss = 0.01131 ----
---- EP [4/5] | BTCH [317/1615] ||| train_loss = 0.01063 ----
---- EP [4/5] | BTCH [318/1615] ||| train_loss = 0.00971 ----
---- EP [4/5] | BTCH [319/1615] ||| train_loss = 0.00919 ----
---- EP [4/5] | BTCH [320/1615] ||| train_loss = 0.01019 ----
---- EP [4/5] | BTCH [321/1615] ||| train_loss = 0.01291 ----
---- EP [4/5] | BTCH [322/1615] ||| train_loss = 0.01157 ----
VAL ||| loss = 0.012255987241429742, psnr = 31.321229934692383, ssim = 0.9142308235168457
---- EP [4/5] | BTCH [323/1615] ||| train_loss = 0.01144 ----
---- EP [4/5] | BTCH [324/1615] ||| train_loss = 0.00834 ----
---- EP [4/5] | BTCH [325/1615] ||| train_loss = 0.01133 ----
---- EP [4/5] | BTCH [326/1615] ||| train_loss = 0.01389 ----
---- EP [4/5] | BTCH [327/1615] ||| train_loss = 0.01354 ----
---- EP [4/5] | BTCH [328/1615] ||| train_loss = 0.00877 ----
---- EP [4/5] | BTCH [329/1615] ||| train_loss = 0.01469 ----
---- EP [4/5] | BTCH [330/1615] ||| train_loss = 0.01390 ----
---- EP [4/5] | BTCH [331/1615] ||| train_loss = 0.00987 ----
---- EP [4/5] | BTCH [332/1615] ||| train_loss = 0.00853 ----
---- EP [4/5] | BTCH [333/1615] ||| train_loss = 0.01194 ----
---- EP [4/5] | BTCH [334/1615] ||| train_loss = 0.01230 ----
---- EP [4/5] | BTCH [335/1615] ||| train_loss = 0.01313 ----
---- EP [4/5] | BTCH [336/1615] ||| train_loss = 0.01265 ----
---- EP [4/5] | BTCH [337/1615] ||| train_loss = 0.01329 ----
---- EP [4/5] | BTCH [338/1615] ||| train_loss = 0.01132 ----
---- EP [4/5] | BTCH [339/1615] ||| train_loss = 0.00771 ----
---- EP [4/5] | BTCH [340/1615] ||| train_loss = 0.01165 ----
---- EP [4/5] | BTCH [341/1615] ||| train_loss = 0.01141 ----
---- EP [4/5] | BTCH [342/1615] ||| train_loss = 0.01099 ----
---- EP [4/5] | BTCH [343/1615] ||| train_loss = 0.00692 ----
---- EP [4/5] | BTCH [344/1615] ||| train_loss = 0.01019 ----
---- EP [4/5] | BTCH [345/1615] ||| train_loss = 0.00730 ----
---- EP [4/5] | BTCH [346/1615] ||| train_loss = 0.01038 ----
---- EP [4/5] | BTCH [347/1615] ||| train_loss = 0.01379 ----
---- EP [4/5] | BTCH [348/1615] ||| train_loss = 0.01212 ----
---- EP [4/5] | BTCH [349/1615] ||| train_loss = 0.01095 ----
---- EP [4/5] | BTCH [350/1615] ||| train_loss = 0.01271 ----
---- EP [4/5] | BTCH [351/1615] ||| train_loss = 0.00872 ----
---- EP [4/5] | BTCH [352/1615] ||| train_loss = 0.01128 ----
---- EP [4/5] | BTCH [353/1615] ||| train_loss = 0.01219 ----
---- EP [4/5] | BTCH [354/1615] ||| train_loss = 0.01452 ----
---- EP [4/5] | BTCH [355/1615] ||| train_loss = 0.01125 ----
---- EP [4/5] | BTCH [356/1615] ||| train_loss = 0.01554 ----
---- EP [4/5] | BTCH [357/1615] ||| train_loss = 0.01615 ----
---- EP [4/5] | BTCH [358/1615] ||| train_loss = 0.01218 ----
---- EP [4/5] | BTCH [359/1615] ||| train_loss = 0.00783 ----
---- EP [4/5] | BTCH [360/1615] ||| train_loss = 0.01024 ----
---- EP [4/5] | BTCH [361/1615] ||| train_loss = 0.01751 ----
---- EP [4/5] | BTCH [362/1615] ||| train_loss = 0.01604 ----
---- EP [4/5] | BTCH [363/1615] ||| train_loss = 0.01686 ----
---- EP [4/5] | BTCH [364/1615] ||| train_loss = 0.01268 ----
---- EP [4/5] | BTCH [365/1615] ||| train_loss = 0.01301 ----
---- EP [4/5] | BTCH [366/1615] ||| train_loss = 0.01184 ----
---- EP [4/5] | BTCH [367/1615] ||| train_loss = 0.00796 ----
---- EP [4/5] | BTCH [368/1615] ||| train_loss = 0.01543 ----
---- EP [4/5] | BTCH [369/1615] ||| train_loss = 0.01007 ----
---- EP [4/5] | BTCH [370/1615] ||| train_loss = 0.01048 ----
---- EP [4/5] | BTCH [371/1615] ||| train_loss = 0.01467 ----
---- EP [4/5] | BTCH [372/1615] ||| train_loss = 0.01145 ----
---- EP [4/5] | BTCH [373/1615] ||| train_loss = 0.00962 ----
---- EP [4/5] | BTCH [374/1615] ||| train_loss = 0.01242 ----
---- EP [4/5] | BTCH [375/1615] ||| train_loss = 0.01327 ----
---- EP [4/5] | BTCH [376/1615] ||| train_loss = 0.00851 ----
---- EP [4/5] | BTCH [377/1615] ||| train_loss = 0.01083 ----
---- EP [4/5] | BTCH [378/1615] ||| train_loss = 0.01050 ----
---- EP [4/5] | BTCH [379/1615] ||| train_loss = 0.01053 ----
---- EP [4/5] | BTCH [380/1615] ||| train_loss = 0.01032 ----
---- EP [4/5] | BTCH [381/1615] ||| train_loss = 0.01530 ----
---- EP [4/5] | BTCH [382/1615] ||| train_loss = 0.00797 ----
---- EP [4/5] | BTCH [383/1615] ||| train_loss = 0.01171 ----
---- EP [4/5] | BTCH [384/1615] ||| train_loss = 0.01554 ----
---- EP [4/5] | BTCH [385/1615] ||| train_loss = 0.00975 ----
---- EP [4/5] | BTCH [386/1615] ||| train_loss = 0.01512 ----
---- EP [4/5] | BTCH [387/1615] ||| train_loss = 0.01061 ----
---- EP [4/5] | BTCH [388/1615] ||| train_loss = 0.01137 ----
---- EP [4/5] | BTCH [389/1615] ||| train_loss = 0.01622 ----
---- EP [4/5] | BTCH [390/1615] ||| train_loss = 0.01185 ----
---- EP [4/5] | BTCH [391/1615] ||| train_loss = 0.01058 ----
---- EP [4/5] | BTCH [392/1615] ||| train_loss = 0.00736 ----
---- EP [4/5] | BTCH [393/1615] ||| train_loss = 0.01002 ----
---- EP [4/5] | BTCH [394/1615] ||| train_loss = 0.01149 ----
---- EP [4/5] | BTCH [395/1615] ||| train_loss = 0.00853 ----
---- EP [4/5] | BTCH [396/1615] ||| train_loss = 0.01771 ----
---- EP [4/5] | BTCH [397/1615] ||| train_loss = 0.01267 ----
---- EP [4/5] | BTCH [398/1615] ||| train_loss = 0.01445 ----
---- EP [4/5] | BTCH [399/1615] ||| train_loss = 0.00953 ----
---- EP [4/5] | BTCH [400/1615] ||| train_loss = 0.01067 ----
